movieId,title,genres,overview,poster_path
5116,Designing Woman (1957),Comedy,"A sportswriter who marries a fashion designer discovers that their mutual interests are few, although each has an intriguing past which makes the other jealous.",/2fwpwENC2AtdghHj5tUJ2jOa0mj.jpg
5120,Sleuth (1972),Comedy|Mystery|Thriller,A mystery novelist devises an insurance scam with his wife's lover – but things aren't exactly as they seem.,/jAREYLUnYGwPjbQr0vs1s38QLkH.jpg
5121,Stroszek (1977),Comedy|Drama,"Bruno Stroszek is released from prison and warned to stop drinking. He has few skills and fewer expectations: with a glockenspiel and an accordion, he ekes out a living as a street musician. He befriends Eva, a prostitute down on her luck and they join his neighbor, Scheitz, an elderly eccentric, when he leaves Germany to live in Wisconsin.",/hQlENwkXp30NvvtJ0is66WDKpJ.jpg
5127,Dragonfly (2002),Drama|Fantasy|Mystery|Romance|Thriller,A grieving doctor is being contacted by his late wife through his patient's near death experiences.,/oMRyQniB5ESA4DoyJVLVJifSExB.jpg
5128,Queen of the Damned (2002),Fantasy|Horror,"Lestat de Lioncourt is awakened from his slumber. Bored with his existence, he has now become this generation's new Rock God. While in the course of time, another has arisen, Akasha, the Queen of the Vampires and the Dammed. He wants immortal fame, his fellow vampires want him eternally dead for his betrayal, and the Queen wants him for her King. Who will be the first to reach him? Who shall win?",/yDPuJL00RsVSheRplMM2L6nwEdq.jpg
5131,How to Kill Your Neighbor's Dog (2000),Comedy|Drama,"The story of Peter McGowan, a chain-smoking, impotent, insomniac playwright who lives in Los Angeles. Once very successful, he is now in the tenth year of a decade-long string of production failures. He finds himself bonding with a new neighbor's lonely young daughter who has mild cerebral palsy; and during one of his middle-of-the-night strolls, he encounters his oddball doppelgänger.",/6SnhJrYar2gedIdyIqlLwagBmCr.jpg
5134,Mean Machine (2001),Comedy|Drama,"Disgraced ex-England football captain, Danny 'Mean Machine' Meehan, is thrown in jail for assaulting two police officers. He keeps his head down and has the opportunity to forget everything and change the lives of the prisoners. When these prisoners have the chance to put one over the evil guards during a prison football match, Danny takes the lead.",/ripTQsmWQJyccK6zB1dajSY3olv.jpg
5135,Monsoon Wedding (2001),Comedy|Romance,"As the romantic monsoon rains loom, the extended Verma family reunites from around the globe for a last-minute arranged marriage in New Delhi. This film traces five intersecting stories, each navigating different aspects of love as they cross boundaries of class, continent and morality.",/nchsMqHcTE7kIylMKQjmEZb4E6H.jpg
5136,Wendigo (2001),Drama|Horror,A family from the city decide to spend a weekend away at a friend's country farmhouse. But a fluke accident sets off a chain of events that alters their lives forever and conjures up the ferocious spirit of the Wendigo.,/3iZdd022uMJJTpWj8BeXvARJela.jpg
5137,Scratch (2001),Documentary,"A feature-length documentary film about hip-hop DJing, otherwise known as turntablism. From the South Bronx in the 1970s to San Francisco now, the world's best scratchers, beat-diggers, party-rockers, and producers wax poetic on beats, breaks, battles, and the infinite possibilities of vinyl.",/iIZENyvwpcXGP5D5XojT190X4S4.jpg
5139,"Bad News Bears, The (1976)",Comedy,"An aging, down-on-his-luck ex-minor leaguer coaches a team of misfits in an ultra-competitive California little league.",/kJNXMni0ObOXLth6v9xpUhWbtrp.jpg
5146,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),Animation|Fantasy|Horror|Sci-Fi,"D has been hired to track down Meier Link, a notoriously powerful vampire who has abducted a woman, Charlotte Elbourne. D's orders are strict - find Charlotte, at any cost. For the first time, D faces serious competition. The Markus Brothers, a family of Vampire Hunters, were hired for the same bounty. D Must intercept Meier and conquer hostile forces on all sides in a deadly race against time.",/4hJUWgdmoFsNpzyTN6QjoZcaivO.jpg
5147,Wild Strawberries (Smultronstället) (1957),Drama,"Crotchety retired doctor Isak Borg travels from Stockholm to Lund, Sweden, with his pregnant and unhappy daughter-in-law, Marianne, in order to receive an honorary degree from his alma mater. Along the way, they encounter a series of hitchhikers, each of whom causes the elderly doctor to muse upon the pleasures and failures of his own life. These include the vivacious young Sara, a dead ringer for the doctor's own first love.",/iyTD2QnySNMPUPE3IedZQipSWfz.jpg
5151,40 Days and 40 Nights (2002),Comedy|Romance,"Matt Sullivan's last big relationship ended in disaster and ever since his heart's been aching and his commitment's been lacking. Then came Lent, that time of year when everybody gives something up. That's when Matt decides to go where no man's gone before and make a vow: No sex. Whatsoever. For 40 straight days. At first he has everything under control. That is until the woman of his dreams, Erica, walks into his life.",/5a60NuJToRAc0gijjI5IRSVGKL3.jpg
5152,We Were Soldiers (2002),Action|Drama|War,The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it.,/q2LeLzw4q9HTelkKx29dyTMf5zK.jpg
5155,"Big Bird Cage, The (1972)",Action,Women rebel against slave labor in a filthy jungle prison where they feed sugar cane to a mechanical maw.,/1lO5o4si8JPPFi7XAGlFH5az4Yp.jpg
5156,"Big Doll House, The (1971)",Action,Female prisoners in a Phillippine jail are being subjected to sadistic torture. Five of the women--along with the help of two men--plot an escape.,/oGa0o8MUkpNPfdaWNeXdOHUyrgQ.jpg
5159,Ferngully: The Last Rainforest (1992),Animation|Children|Comedy|Musical,"When a sprite named Crysta shrinks a human boy, Zak, down to her size, he vows to help the magical fairy folk stop a greedy logging company from destroying their home: the pristine rainforest known as FernGully. Zak and his new friends fight to defend FernGully from lumberjacks — and the vengeful spirit they accidentally unleash after chopping down a magic tree.",/jAD6Ofuz4PiYFV3fd3oBP6aOTyM.jpg
5165,Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979),Horror,"On the Caribbean island of Matul, white doctor David Menard is trying to stem the tide of cannibal zombies that are returning from the dead.  Arriving on the island are Anne and reporter Peter West who are looking for Anne's missing father.  The pair soon find themselves under attack from the zombies.",/giJlnw8ItTJb7IL053Z47B6S1xf.jpg
5168,Royal Wedding (1951),Comedy|Musical|Romance,"Tom and Ellen are asked to perform as a dance team in England at the time of Princess Elizabeth's wedding. As brother and sister, each develops a British love interest, Ellen with Lord John Brindale and Tom with dancer Anne Ashmond.",/2fob5fOl7gW4Vxiws21xsGrUppk.jpg
5170,All About the Benjamins (2002),Action|Comedy|Crime,"Bucum Jackson (Cube) is a bounty hunter with a lot of attitude and no interest in taking on a partner. Working at Martinez Bail Bonds, Jackson has unorthodox methods of tracking down low-life criminals, but they work, and one day he hopes to become his own boss and open up his own private investigation firm. Reggie Wright (Epps) is a slippery con artist who is avoiding the law, and Jackson. During a cat and mouse chase, the two stumble on a multi-million dollar diamond heist. Hiding from Jackson, Wright finds himself in the thieves' getaway van and ends up having to escape from them after they discover their booty is fake, much to the displeasure of their ruthless boss (Flanagan). When Wright meets up with his girlfriend (Mendes), he discovers that his recently purchased lottery ticket is the sole winner of $60 million. Unfortunately, his wallet, which held the ticket, was left in the thieves' van, so he persuades Jackson to help him get it back.",/sO7IpJHjZBGLevi8Ozj9EsAUw5h.jpg
5171,"Time Machine, The (2002)",Action|Adventure|Sci-Fi,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds mankind divided into two warring races.",/9QB6wIc6XOtoi02uUCLSvY0onSL.jpg
5177,"Magnificent Ambersons, The (1942)",Drama|Romance,The spoiled young heir to the decaying Amberson fortune comes between his widowed mother and the man she has always loved.,/4QvsFW2cRY20GVpMQNcG406YVxP.jpg
5178,Fun (1994),Crime|Drama,"Hillary and Bonnie meet one morning by the side of the road. They become fast friends, share their secrets, and, on a rising wave of frenzy, later that afternoon, murder an old woman. They did it, they say later, for fun.",/aUjxc8vFItbrBLPgYh0NPNOfCfv.jpg
5181,Hangar 18 (1980),Action|Sci-Fi|Thriller,During a Space Shuttle mission a satellite rams a unidentified flying object. The UFO afterwards performs an emergency landing in the deserts of Arizona. However the White House denies its existence because of the near presidential elections. The UFO is brought to the secret Hangar 18 and the accident is blamed on the incompetence of the astronauts Bancroff and Price. But the two fight against this and try to hunt down the UFO.,/13RRt6myJcaccQCtmOxLvwq3OQX.jpg
5187,Hopscotch (1980),Comedy,"When CIA operative Miles Kendig deliberately lets KGB agent Yaskov get away, his boss threatens to retire him. Kendig beats him to it, however, destroying his own records and traveling to Austria where he begins work on a memoir that will expose all his former agency's covert practices. The CIA catches wind of the book and sends other agents after him, initiating a frenetic game of cat and mouse that spans the globe.",/7ZTasNoTehrypra0X97zh8Amk3.jpg
5189,Humanoids from the Deep (1980),Horror|Sci-Fi,"After a new cannery introduces scientifically augmented salmon to a seaside town in the Pacific Northwest, a species of mysterious, mutated sea creatures begin killing the men and raping the women.",/ntb2ZCDkuE65P6QFw4V2Ll2D0Mk.jpg
5197,Little Darlings (1980),Drama,Two 15-year old girls from different sides of the tracks compete to see who will be first to lose their virginity while at camp.,/mMRPB4IvMw7c3zIHIEfaOGv0V5h.jpg
5198,"Long Good Friday, The (1980)",Drama|Thriller,"In the late 1970s, Cockney crime boss Harold Shand, a gangster trying to become a legitimate property mogul, has big plans to get the American Mafia to bankroll his transformation of a derelict area of London into the possible venue for a future Olympic Games. However, a series of bombings targets his empire on the very weekend the Americans are in town. Shand is convinced there is a traitor in his organization, and sets out to eliminate the rat in typically ruthless fashion.",/pXS667me5Jfoj1b0xuxgjEMKunF.jpg
5202,Mon oncle d'Amérique (1980),Drama,"Prof. Henri Laborit uses the stories of the lives of three people to discuss behaviorist theories of survival, combat, rewards and punishment, and anxiety. René is a technical manager at a textile factory and must face the anxiety caused by corporate downsizing. Janine is a self-educated actress/stylist who learns that the wife of her lover is dying and must decide to let them reunite. Jean is a controversial career-climbing writer/politician at a crossroads in life.",/1IV44owj1uZnD0bStusyY4PexP2.jpg
5205,Motel Hell (1980),Comedy|Horror,"""Meat is meat, and man's gotta eat!"" That was always granny's philosophy. And that's the way folks still think over at the Motel Hello where Farmer Vincent mixes up his special blend of smoke meats. Heck, everybody in the county just loves Farmer Vincent's sausages and hams -- there's nothin' quite like 'em. But pray tell, what's that we've heard about strangers just disappearing after passing by Vincent's motel? And what are those odd things planted in Vincent's ""secret garden"" that he tends to only at night?",/xwvpP8YjFJJYIp4CAG8dUiguCuh.jpg
5209,Ffolkes (1979),Action|Adventure|Thriller,,
5212,"Octagon, The (1980)",Action,"Scott James, a veteran martial arts expert, is recruited as the protector of the wealthy and beautiful Justine  after she becomes the target of a ninja clan. When Scott finds out that his ruthless arch-nemesis, McCarn , is involved with the stealthy and dangerous criminals, he is eager to settle old scores. Soon Scott is facing off against McCarn and the entire ninja horde in an effort to take them all down.",/nmU47EXTeEWRJDHqX1pa3JnDKrw.jpg
5213,"Oh, God! Book II (1980)",Comedy,"God appears before 11-year-old Tracy Richards to ask for her help to spread his word and influence over the world which she suggests the slogan 'Think God.' Naturaly, Tracy's divorced parents think Tracy's crazy, and plot to halt her 'heaven-sent' mission to spread God's word.",/x73T2sO9vTfTI3fDoEgSmxNWIuz.jpg
5214,"Oh, God! (1977)",Comedy|Fantasy,"When God appears to an assistant grocery manager as a good natured old man, the Almighty selects him as his messenger for the modern world.",/hUbs7igJjefhwXEGFo0DGzugLBm.jpg
5218,Ice Age (2002),Adventure|Animation|Children|Comedy,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg
5219,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",/1UKNef590A0ZaMnxsscIcWuK1Em.jpg
5220,Showtime (2002),Action|Comedy,A spoof of buddy cop movies where two very different cops are forced to team up on a new reality based T.V. cop show.,/7eo7pxiSH0qvp8GKHclhrdxowlC.jpg
5221,Harrison's Flowers (2000),Drama,"1991. Harrison Lloyd, a renowned photojournalist covering the war in Yugoslavia, is reported missing. Sarah, his wife, convinced that he is not dead, decides to go to Bosnia to find him.",/j7YO7LqMXrEsP33pQShzJMPbXLg.jpg
5222,Kissing Jessica Stein (2001),Comedy|Romance,"Jessica, a Jewish copy editor living and working in New York City, is plagued by failed blind dates with men, and decides to answer a newspaper's personal advertisement. The advertisement has been placed by 'lesbian-curious' Helen Cooper, a thirtysomething art gallerist.",/8b2g8QZRLTJMYyzc3HirTSRQpLW.jpg
5224,Promises (2001),Documentary,"Documentarians Justine Shapiro and B.Z. Goldberg traveled to Israel to interview Palestinian and Israeli kids ages 11 to 13, assembling their views on living in a society afflicted with violence, separatism and religious and political extremism. This 2002 Oscar nominee for Best Feature Documentary culminates in an astonishing day in which two Israeli children meet Palestinian youngsters at a refugee camp.",/uysMBTby8R4bRWy4AheUW17Zmr7.jpg
5225,And Your Mother Too (Y tu mamá también) (2001),Drama|Romance,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",/izw41PkE8y891yraO6fN1tCNmOG.jpg
5226,All the Right Moves (1983),Drama|Romance,"Sensitive study of a headstrong high school football star who dreams of getting out of his small Western Pennsylvania steel town with a football scholarship. His equally ambitious coach aims at a college position, resulting in a clash which could crush the player's dreams.",/nJb52AhNkctIzJWQc7IFYvyL2oe.jpg
5231,Road to Morocco (1942),Comedy,"Two carefree castaways on a desert shore find an Arabian Nights city, where they compete for the luscious Princess Shalmar.",/bjnlNAyoMEDWzGEvC7FBzA8Qlym.jpg
5237,Taps (1981),Drama,Military cadets take extreme measures to ensure the future of their academy when its existence is threatened by local condo developers.,/6f4qOrzSMUqSc0iAODL6wnwJ7km.jpg
5238,Return of the Secaucus 7 (1980),Drama,"Seven former college friends, along with a few new friends, gather for a weekend reunion at a summer house in New Hampshire to reminisce about the good old days, when they got arrested on the way to a protest in Washington, D.C.",/bBo5W9RcFZepBDU6NZL0z8ycNyt.jpg
5239,Rude Boy (1980),Documentary|Drama,"Rude Boy is a semi-documentary, part character study, part 'rockumentary', featuring a British punk band, The Clash. The script includes the story of a fictional fan juxtposed with actual public events of the day, including political demonstrations and Clash concerts.",/1mBokrEbWmf38CCTwXm8OrgNZDB.jpg
5240,Running Scared (1980),Action|Drama,It's 1961. Two servicemen smuggle a box of military gear to USA. Leroy tries out a military camera and accidentally takes a picture of some military facilities. Army finds one of the pictures and thinks they're communist spies.,/ztje5sIOlcGsckwirlIOL1FYybx.jpg
5241,Seems Like Old Times (1980),Comedy|Romance,"Writer Nick Gardenia is kidnapped from his California cliffhouse and forced to rob a bank. Now a fugitive, he seeks help from his ex-wife who is now a public defender and has remarried — to a prosecutor.",/mT6l2TO3kbeG7olZV5Zmd8MqSh8.jpg
5244,Shogun Assassin (1980),Action|Adventure,A Shogun who grew paranoid as he became senile sent his ninjas to kill his samurai. They failed but did kill the samurai’s wife. The samurai swore to avenge the death of his wife and roams the countryside with his toddler son in search of vengeance.,/t376p5q8zvhyQ2FOroytJsRvlL8.jpg
5246,Smokey and the Bandit II (1980),Action|Comedy,"The Bandit goes on another cross-country run, transporting an elephant from Florida to Texas. And, once again, Sheriff Buford T. Justice is on his tail.",/h1RMIa9rzcEoV1em82cynUnOwP7.jpg
5247,Smokey and the Bandit (1977),Action|Comedy,"A race car driver tries to transport an illegal beer shipment from Texas to Atlanta in under 28 hours, picking up a reluctant bride-to-be on the way.",/w4RqNZtVHB5Uzlnl6zQlMHft7QI.jpg
5248,Smokey and the Bandit III (1983),Action|Comedy,"The Enos duo convince Cletus, aka The Bandit, to come out of hiding and help them promote their new restaurant. With a little coaxing, he agrees, producing an almost-creaky Trigger as his mode of transport. But his nemesis, Sheriff Buford T. Justice, is on the hunt, forcing Cletus and Trigger to hit the road. Can they steer clear of the vengeful sheriff?",/liNOdjD0stR6veeWrTkpldTLbUf.jpg
5250,Stir Crazy (1980),Comedy,"New Yorkers Skip Donahue and Harry Monroe have no jobs and no prospects, so they decide to flee the city and find work elsewhere, landing jobs wearing woodpecker costumes to promote the opening of a bank. When their feathery costumes are stolen and used in a bank robbery, they no longer have to worry about employment — they're sent to prison.",/ehCdQewg9SxjhnimJrKwNKbr80C.jpg
5254,Blade II (2002),Action|Horror|Thriller,"A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires.",/yDHwo3eWcMiy5LnnEnlGV9iLu9k.jpg
5255,Sorority Boys (2002),Comedy,"After being falsely accused of stealing the budget for their annual cocktail cruise, three very different fraternity brothers are kicked out of their dorm. In order to clear their name and to secure their future careers, the three dress up in drag and pledge the sorority next door where they learn a few valuable - and hilarious - lessons about themselves and the female species.",/tN8HzauIioA4GUEyVV0ik0QGPkD.jpg
5256,Stolen Summer (2002),Drama,"Pete, an eight-year-old Catholic boy growing up in the suburbs of Chicago in the mid-1970s, attends Catholic school, where as classes let out for the summer, he's admonished by a nun to follow the path of the Lord, and not that of the Devil. Perhaps taking this message a bit too seriously, Pete decides it's his goal for the summer to help someone get into heaven - by  trying to convert a Jew to Catholicism.",/ssnozJHS1gn9wcfQUyZ6Hnb0dkS.jpg
5258,George Washington (2000),Drama,"Set in the landscape of a rural southern town, ""George Washington"" is a stunning portrait of how a group of young kids come to grips with a hard world of choices and consequences. During an innocent game in an abandoned amusement park, a member of the group dies. Narrated by one of the children, the film follows the kids as they struggle to balance their own ambitions and relationships against a tragic lie.",/g9nZi8u5LqSrVKEpSm199EM4hk5.jpg
5264,Clockstoppers (2002),Action|Adventure|Sci-Fi|Thriller,"Until now, Zak Gibbs' greatest challenge has been to find a way to buy a car. But when he discovers an odd wristwatch amidst his father's various inventions and slips it on -- something very strange happens. The world around him seems to come to a stop, everything and everybody frozen in time. Zak quickly learns how to manipulate the device and he and his quick-witted and beautiful new friend, Francesca, start to have some real fun.",/9OvKOi7sHJMqNAy4PQBx13ix4Zi.jpg
5265,Death to Smoochy (2002),Comedy|Crime|Drama,"Tells the story of Rainbow Randolph, the corrupt, costumed star of a popular children's TV show, who is fired over a bribery scandal and replaced by squeaky-clean Smoochy, a puffy fuscia rhinoceros. As Smoochy catapults to fame - scoring hit ratings and the affections of a network executive - Randolph makes the unsuspecting rhino the target of his numerous outrageous attempts to exact revenge and reclaim his status as America's sweetheart.",/jLOgkwcXzlCmwjbWVaWS1vETutl.jpg
5266,Panic Room (2002),Thriller,"Trapped in their New York brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham, Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it.",/cqyplJudphLfN7haFPF8cLL4uod.jpg
5267,"Rookie, The (2002)",Drama,"Jim Morris never made it out of the minor leagues before a shoulder injury ended his pitching career twelve years ago. Now a married-with-children high-school chemistry teacher and baseball coach in Texas, Jim's team makes a deal with him: if they win the district championship, Jim will try out with a major-league organization. The bet proves incentive enough for the team, and they go from worst to first, making it to state for the first time in the history of the school. Jim, forced to live up to his end of the deal, is nearly laughed off the try-out field--until he gets onto the mound, where he confounds the scouts (and himself) by clocking successive 98 mph fastballs, good enough for a minor-league contract with the Tampa Bay Devil Rays. Jim's still got a lot of pitches to throw before he makes it to The Show, but with his big-league dreams revived, there's no telling where he could go.",/sQ2TLmcYxuWNWn5QDNUc2UDQBW1.jpg
5268,No Such Thing (2001),Drama|Fantasy|Romance,"Beatrice's fiancé is killed by a monster in Iceland. The monster is immortal, but longs to die. Beatrice helps him achieve this by contacting a scientist who can destroy matter painlessly.",/2RYZU5QTXISHqRKuTKMVTdpg9f5.jpg
5269,"Piano Teacher, The (La pianiste) (2001)",Drama,"Erika Kohut, a sexually repressed piano teacher living with her domineering mother, meets a young man who starts romantically pursuing her.",/gNHKYQnP1RnqEhkivHJzBPb4MOP.jpg
5272,Time Out (L'emploi du temps) (2001),Drama,An unemployed man finds his life sinking more and more into trouble as he hides his situation from his family and friends.,/t3BBQPRKszYbSRIOSjQcVZIVp26.jpg
5275,Boxcar Bertha (1972),Drama,"""Boxcar"" Bertha Thompson, a transient woman in Arkansas during the violence-filled Depression of the early '30s, meets up with rabble-rousing union man ""Big"" Bill Shelly and the two team up to fight the corrupt railroad establishment.",/gF5VslUB2xpWbboc735VVnO7DXh.jpg
5278,Fraternity Vacation (1985),Comedy|Romance,"A nerd gains the friendship of two of his frat brothers when his dad offers them his condo for the week in Palm Springs, and also offers the fraternity a hot tub and jacuzzi if they can help his son find a girl. They meet two guys from a rival fraternity, and make a bet on who can nail the Designated Babe first.",/sHglZYlTpIFqORB5TzTA3ACNdhn.jpg
5279,Impromptu (1991),Comedy|Romance,"In 1830s France, pianist/composer Frédéric Chopin is pursued romantically by the determined, individualistic woman who uses the name George Sand.",/xlIKyseXFK4LGRlEX6LZ203mLO.jpg
5282,High Crimes (2002),Thriller,"A female attorney learns that her husband is really a marine officer awol for fifteen years and accused of murdering fifteen civilians in El Salvador. Believing her husband when he tells her that he's being framed as part of a U.S. Military cover-up, the attorney defends him in a military court.",/9sj9rUr7Vu5IfOQHnYKnJuVEw0B.jpg
5283,National Lampoon's Van Wilder (2002),Comedy,"Van Wilder has been attending college for far too many years and is scared to graduate, but Van’s father eventually realizes what is going on. When he stops paying his son's tuition fees, Van must come up with the money if he wants to stay in college, so he and his friends come up with a great fund-raising idea – throwing parties. However, when the college magazine finds out and reporter, Gwen is sent to do a story on Van Wilder, things get a little complicated.",/hl19MAS9hV5QkkUdZuoLleDuNH9.jpg
5284,Crush (2001),Comedy|Romance,"Three 40-something women in a small English town meet weekly for a ritual of gin, cigarettes, and sweets -- and swapped stories arguing which of them has the most pathetic love life. Kate is headmistress at the local school; her best friends are the town's police chief and a cynical, thrice-divorced doctor.",/1ZEWDLOhlOymdcitI31kwulUJ6G.jpg
5285,Lucky Break (2001),Comedy|Crime,"Half-way through his 12-year prison sentence for an incompetent armed robbery, Jimmy Hands gets a lucky break: he's transferred to a prison from which he can probably escape. He convinces the governor to stage a musical in an old chapel next to the prison's outer wall. He rounds up volunteer actors and puts his escape plan into production. Two other barriers, besides the wall, confront him: the arrival of a nasty inmate, John Toombes, who insists on joining the escape, and Jimmy's feelings of attraction for Anabel, a social worker who agrees to appear in the play. Opening night approaches: is this Jimmy's breakout performance?",/vnhG3TQdHpOT0ZNQljhEl0RDSGC.jpg
5288,"Atomic Cafe, The (1982)",Documentary|War,A disturbing collection of 1940s and 1950s United States government-issued propaganda films designed to reassure Americans that the atomic bomb was not a threat to their safety.,/9kTkv6o25fuWVSRu1AgOsF0cwz.jpg
5291,Rashomon (Rashômon) (1950),Crime|Drama|Mystery,"Brimming with action while incisively examining the nature of truth, ""Rashomon"" is perhaps the finest film ever to investigate the philosophy of justice. Through an ingenious use of camera and flashbacks, Kurosawa reveals the complexities of human nature as four people recount different versions of the story of a man's murder and the rape of his wife.",/vL7Xw04nFMHwnvXRFCmYYAzMUvY.jpg
5292,Slap Shot (1977),Comedy,"To build up attendance at their games, the management of a struggling minor-league hockey team signs up the Hanson Brothers, three hard-charging players whose job is to demolish the opposition.",/k5dvEA7ajd90mf3KrF6m6LnYXOv.jpg
5293,Changing Lanes (2002),Drama|Thriller,"A rush-hour fender-bender on New York City's crowded FDR Drive, under most circumstances, wouldn't set off a chain reaction that could decimate two people's lives. But on this day, at this time, a minor collision will turn two complete strangers into vicious adversaries. Their means of destroying each other might be different, but their goals, ultimately, will be the same: Each will systematically try to dismantle the other's life in a reckless effort to reclaim something he has lost.",/8wh9WzTKo5pJw3EgHYWA60W7Kbl.jpg
5294,Frailty (2001),Crime|Drama|Thriller,A man confesses to an FBI agent his family's story of how his religious fanatic father's visions lead to a series of murders to destroy supposed 'demons'.,/hER3sVCZ9cZRBO0KNI7NbtiLacn.jpg
5296,"Sweetest Thing, The (2002)",Comedy|Romance,"Christina's love life is stuck in neutral. After years of avoiding the hazards of a meaningful relationship, one night while club-hopping with her girlfriends, she meets Peter, her perfect match. Fed up with playing games, she finally gets the courage to let her guard down and follow her heart, only to discover that Peter has suddenly left town. Accompanied by Courtney, she sets out to capture the one that got away.",/qLysz4B5YmiDq52Op0zq4eD75LC.jpg
5297,"Cat's Meow, The (2002)",Drama|Thriller,Semi-true story of the Hollywood murder that occurred at a star-studded gathering aboard William Randolph Hearst's yacht in 1924.,/zEVZa9EuApL5AQl2mE9NNAeCUix.jpg
5298,Human Nature (2001),Comedy|Romance,"A philosophical burlesque, Human Nature follows the ups and downs of an obsessive scientist, a female naturalist, and the man they discover, born and raised in the wild. As scientist Nathan trains the wild man, Puff, in the ways of the world - starting with table manners - Nathan's lover Lila fights to preserve the man's simian past, which represents a freedom enviable to most.",/8FlxH4q1plGzdoJmK2VHgap3Ly7.jpg
5299,My Big Fat Greek Wedding (2002),Comedy|Romance,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,/wSH8ZNE8sMbvJwetK5DC87bhqd2.jpg
5300,3:10 to Yuma (1957),Action|Adventure|Drama|Thriller|Western,"Dan Evans, a small time farmer, is hired to escort Ben Wade, a dangerous outlaw, to Yuma. As Evans and Wade wait for the 3:10 train to Yuma, Wade's gang is racing to free him.",/eQMkYcS2o8xuGpkvMHFeKO9URX3.jpg
5303,Joe Versus the Volcano (1990),Comedy|Romance,"Hypochondriac Joe Banks finds out he has six months to live, quits his dead end job, musters the courage to ask his co-worker out on a date, and is then hired to jump into a volcano by a mysterious visitor.",/dP1KjMbZEBLO76Sg4W5Klyol3jk.jpg
5304,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)",Drama|War,"During the Nazi occupation of Rome in 1944, the leader of the Resistance is chased by the Nazis as he seeks refuge and a way to escape.",/ijGV4v8JxgbNzgEhqKdzHdaZn8a.jpg
5307,Taking Care of Business (1990),Comedy,An uptight advertising exec has his entire life in a filofax organizer which mistakenly ends up in the hands of a friendly convict who poses as him.,/ckTnIaUpnkRh3pR7GdhtzWFv0Xz.jpg
5308,Three Men and a Baby (1987),Comedy,Three bachelors find themselves forced to take care of a baby left by one of the guy's girlfriends.,/oYetboAljWR2N5A7MU3i63DvUtd.jpg
5309,Three Men and a Little Lady (1990),Comedy|Romance,"Sylvia's work increasingly takes her away from the three men who help bring up Mary, her daughter. When she decides to move to England and take Mary with her, the three men are heartbroken at losing the two most important females in their lives.",/4VWWEnhX0zddRKwZWGtIdDcV5U7.jpg
5311,"Watcher in the Woods, The (1980)",Children|Horror|Mystery|Thriller,"After an American family moves to an old country manor in rural England, one of the daughters is tormented by the spirit of the owner's long lost daughter, who mysteriously disappeared 30 years ago during a solar eclipse.",/j4kjHIwirSWsEUhmvAY7OLUbszM.jpg
5312,Murder by Numbers (2002),Crime|Thriller,"Tenacious homicide detective Cassie Mayweather and her still-green partner are working a murder case, attempting to profile two malevolently brilliant young men: cold, calculating killers whose dark secrets might explain their crimes.",/plH3TujSUVttiIikToKfwdCorJI.jpg
5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,"In ancient Egypt, peasant Mathayus is hired to exact revenge on the powerful Memnon and the sorceress Cassandra, who are ready to overtake Balthazar's village. Amid betrayals, thieves, abductions and more, Mathayus strives to bring justice to his complicated world.",/aITIsX20tACn6jgtyDcCYpRT216.jpg
5316,Enigma (2001),Romance|Thriller,"The story of the WWII project to crack the code behind the Enigma machine, used by the Germans to encrypt messages sent to their submarines.",/7gBFkDYBqvSzrPOWlpGTXRp97NQ.jpg
5319,Nine Queens (Nueve reinas) (2000),Crime|Thriller,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"").",/tabMRXUTTBmprGax6ON2r9yBN0D.jpg
