movieId,lead_cast,director
6269,"['Steve James', 'Stephen Fielding', 'Tonya Gregory', 'Bernice Hagler', 'Verna Hagler']",['Steve James']
6270,"['Akira Terao', 'Mitsuko Baisho', 'Toshie Negishi', 'Mieko Harada', 'Mitsunori Isaki']",['Akira Kurosawa']
6271,"['Jacqueline Bisset', 'Jean-Pierre Léaud', 'François Truffaut', 'Jean-Pierre Aumont', 'Valentina Cortese']",['François Truffaut']
6273,"['Humphrey Bogart', 'Gloria Grahame', 'Frank Lovejoy', 'Carl Benton Reid', 'Art Smith']",['Nicholas Ray']
6279,"['Nick Nolte', 'Tchéky Karyo', 'Saïd Taghmaoui', 'Gérard Darmon', 'Emir Kusturica']",['Neil Jordan']
6280,"['Vin Diesel', 'Larenz Tate', 'Timothy Olyphant', 'Geno Silva', 'Jacqueline Obradors']",['F. Gary Gray']
6281,"['Colin Farrell', 'Kiefer Sutherland', 'Forest Whitaker', 'Radha Mitchell', 'Katie Holmes']",['Joel Schumacher']
6283,"['Koichi Yamadera', 'Unsho Ishizuka', 'Aoi Tada', 'Ai Kobayashi', 'Megumi Hayashibara']",['Shinichiro Watanabe']
6285,"['Billy Bob Thornton', 'Morgan Freeman', 'Holly Hunter', 'Kirsten Dunst', 'Manuel Aranguiz']",['Ed Solomon']
6286,"['Markku Peltola', 'Kati Outinen', 'Juhani Niemelä', 'Kaija Pakarinen', 'Sakari Kuosmanen']",['Aki Kaurismäki']
6287,"['Adam Sandler', 'Jack Nicholson', 'Marisa Tomei', 'Luis Guzmán', 'Allen Covert']",['Peter Segal']
6288,"['Parry Shen', 'Jason Tobin', 'Sung Kang', 'Karin Anna Cheung', 'Roger Fan']",['Justin Lin']
6289,"['Bill Paxton', 'John Broadwater', 'James Cameron', 'Mike Cameron', 'Ken Marschall']",['James Cameron']
6290,"['Sid Haig', 'Bill Moseley', 'Sheri Moon Zombie', 'Karen Black', 'Erin Daniels']",['Rob Zombie']
6291,"['Oksana Akinshina', 'Artyom Bogucharsky', 'Lyubov Agapova', 'Liliya Shinkaryova', 'Elina Benenson']",['Lukas Moodysson']
6294,"['Chow Yun-fat', 'Seann William Scott', 'Jaime King', 'Karel Roden', 'Victoria Smurfit']",['Paul Hunter']
6295,"['Roselyn Sánchez', 'Sofía Vergara', 'Jaci Velasquez', 'Eduardo Verástegui', 'Lisa Vidal']",['Linda Mendoza']
6296,"['Bob Balaban', 'Christopher Guest', 'John Michael Higgins', 'Eugene Levy', 'Jane Lynch']",['Christopher Guest']
6297,"['Shia LaBeouf', 'Khleo Thomas', 'Sigourney Weaver', 'Jon Voight', 'Patricia Arquette']",['Andrew Davis']
6298,"['Jamie Kennedy', 'Taye Diggs', 'Anthony Anderson', 'Regina Hall', 'Blair Underwood']",['John Whitesell']
6299,"['Philippe Labro', 'Jacques Perrin']",['Jacques Perrin']
6300,"['Søren Pilmark', 'Ulrich Thomsen', 'Mads Mikkelsen', 'Nikolaj Lie Kaas', 'Sofie Gråbøl']",['Anders Thomas Jensen']
6301,"['Dustin Hoffman', 'Susan George', 'Peter Vaughan', 'T. P. McKenna', 'Del Henney']",['Sam Peckinpah']
6302,"['Peter Graves', 'Peggie Castle', 'Morris Ankrum', 'Thomas Browne Henry', 'James Seay']",['Bert I. Gordon']
6303,"['Arthur Hill', 'David Wayne', 'James Olson', 'Kate Reid', 'Paula Kelly']",['Robert Wise']
6305,"['Julie Christie', 'Oskar Werner', 'Cyril Cusack', 'Anton Diffring', 'Jeremy Spenser']",['François Truffaut']
6306,"['Jeff Tweedy', 'John Stirratt', 'Leroy Bach', 'Glenn Kotche', 'Jay Bennett']",['Sam Jones']
6308,"['Robert Redford', 'Debra Winger', 'Daryl Hannah', 'Brian Dennehy', 'Terence Stamp']",['Ivan Reitman']
6310,"['Billy Crystal', 'Alan King', 'JoBeth Williams', 'Janet Carroll', 'David Ackroyd']",['Henry Winkler']
6313,"['Kirstie Alley', 'Bill Pullman', 'Carrie Fisher', 'Jami Gertz', 'Scott Bakula']",['Carl Reiner']
6314,"['Kathleen Turner', 'Dennis Quaid', 'Fiona Shaw', 'Stanley Tucci', 'Larry Miller']",['Herbert Ross']
6315,"['Goldie Hawn', 'Swoosie Kurtz', 'Robyn Lively', 'Brandy Gold', 'James Keach']",['Michael Ritchie']
6316,"['Diana Ross', 'Michael Jackson', 'Nipsey Russell', 'Ted Ross', 'Theresa Merritt']",['Sidney Lumet']
6319,"['Gérard Depardieu', 'Marie Gillain', 'Catherine Jacob', 'Charlotte de Turckheim', 'Gérard Hérold']",['Gérard Lauzier']
6320,"['Woody Allen', 'Bette Midler', 'Bill Irwin', 'Paul Mazursky', 'Daren Firestone']",['Paul Mazursky']
6322,"['Edward Burns', 'Rachel Weisz', 'Andy García', 'Paul Giamatti', 'Morris Chestnut']",['James Foley']
6323,"['John Cusack', 'Ray Liotta', 'Amanda Peet', 'John Hawkes', 'Alfred Molina']",['James Mangold']
6324,"['Michael Douglas', 'Kirk Douglas', 'Bernadette Peters', 'Rory Culkin', 'Cameron Douglas']",['Fred Schepisi']
6327,"['Julie Christie', 'Sydney Pollack', 'Francis Ford Coppola', 'Robert Altman', 'Paul Schrader']","['Richard LaGravenese', 'Ted Demme']"
6329,"['Joseph Gordon-Levitt', 'Don Cheadle', 'Zooey Deschanel', 'Michael Bacall', 'Elden Henson']",['Jordan Melamed']
6330,"['Al Pacino', 'Kim Basinger', ""Ryan O'Neal"", 'Téa Leoni', 'Richard Schiff']",['Daniel Algrant']
6331,[],['Jeffrey Blitz']
6332,"['Hilary Duff', 'Adam Lamberg', 'Yani Gellman', 'Alex Borstein', 'Brendan Kelly']",['Jim Fall']
6333,"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen', 'Anna Paquin', 'Halle Berry']",['Bryan Singer']
6334,"['Agnes Bruckner', 'David Strathairn', 'Margaret Colin', 'Frances Fisher', 'A.J. Buckley']",['Karen Moncrieff']
6335,"['Javier Bardem', 'Juan Diego Botto', 'Laura Morante', 'Elvira Mínguez', 'Alexandra Lencastre']",['John Malkovich']
6336,"['Shahab Ebrahimi', 'Rojan Hosseini', 'Saeed Mohammadi', 'AllahMorad Rashtiani', 'Faegh Mohamadi']",['Bahman Ghobadi']
6337,"['Philip Seymour Hoffman', 'Minnie Driver', 'John Hurt', 'Maury Chaykin', 'Ian Tracey']",['Richard Kwietniowski']
6338,"['Eddie Murphy', 'Jeff Garlin', 'Steve Zahn', 'Regina King', 'Kevin Nealon']",['Steve Carr']
6339,"['Jean Rochefort', 'Johnny Hallyday', 'Pascal Parmentier', 'Isabelle Petit-Jacques', 'Edith Scob']",['Patrice Leconte']
6341,"['Paul Rudd', 'Gretchen Mol', 'Rachel Weisz', 'Frederick Weller']",['Neil LaBute']
6342,"['Larry Sullivan', 'Steve Braun', 'Jill St. John', 'Ray Baker', 'Sirena Irwin']",['Miles Swain']
6344,"['Victoria Abril', 'Hilmir Snær Guðnason', 'Hanna María Karlsdóttir', 'Þrúður Vilhjálmsdóttir', 'Þröstur Leó Gunnarsson']",['Baltasar Kormákur']
6345,"['Michael Douglas', 'Alyson Reed', 'Terrence Mann', 'Gregg Burge', 'Vicki Frederick']",['Richard Attenborough']
6347,"['Guy Davis', 'Rae Dawn Chong', 'Saundra Santiago', 'Doug E. Fresh', 'Mary Alice']",['Stan Lathan']
6348,"['Lucinda Dickey', 'Adolfo Quinones', 'Michael Chambers', 'Susie Coelho', 'Harry Caesar']",['Sam Firstenberg']
6349,"['Lucinda Dickey', 'Adolfo Quinones', 'Michael Chambers', 'Ben Lokey', 'Christopher McDonald']",['Joel Silberg']
6350,"['Keiko Yokozawa', 'Mayumi Tanaka', 'Minori Terada', 'Kotoe Hatsui', 'Fujio Tokita']",['Hayao Miyazaki']
6357,"['Bing Crosby', 'Grace Kelly', 'Frank Sinatra', 'Celeste Holm', 'John Lund']",['Charles Walters']
6358,"['Kathryn Grayson', 'Howard Keel', 'Ann Miller', 'Keenan Wynn', 'Bobby Van']",['George Sidney']
6365,"['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Jada Pinkett Smith']","['Lilly Wachowski', 'Lana Wachowski']"
6367,"['Renée Zellweger', 'Ewan McGregor', 'Sarah Paulson', 'David Hyde Pierce', 'Rachel Dratch']",['Peyton Reed']
6368,"['Jack Angstreich', 'Eric Chadbourne', 'Bill Heidbreder', 'Roberta Hill', 'Harvey Schwarz']","['Stephen Kijak', 'Angela Christlieb']"
6370,"['Romain Duris', 'Audrey Tautou', 'Kelly Reilly', 'Cécile de France', 'Cristina Brondo']",['Cédric Klapisch']
6371,"['Rica Matsumoto', 'Ikue Otani', 'Mayumi Iizuka', 'Satomi Korogi', 'Yuji Ueda']",['Kunihiko Yuyama']
6373,"['Jim Carrey', 'Morgan Freeman', 'Jennifer Aniston', 'Philip Baker Hall', 'Catherine Bell']",['Tom Shadyac']
6374,"['Michael Douglas', 'Albert Brooks', 'Ryan Reynolds', 'Candice Bergen', 'Lindsay Sloane']",['Andrew Fleming']
6375,"['John Flansburgh', 'John Linnell', ""Conan O'Brien"", 'Syd Straw', 'Frank Black']",['AJ Schnack']
6376,"['Valeria Golino', 'Vincenzo Amato', 'Francesco Casisa', ""Veronica D'Agostino"", 'Filippo Pucillo']",['Emanuele Crialese']
6377,"['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe', 'Brad Garrett']",['Andrew Stanton']
6378,"['Mark Wahlberg', 'Charlize Theron', 'Edward Norton', 'Jason Statham', 'Seth Green']",['F. Gary Gray']
6379,"['Eliza Dushku', 'Emmanuelle Chriqui', 'Lindy Booth', 'Desmond Harrington', 'James Downing']",['Rob Schmidt']
6380,"['Arnold Friedman', 'Elaine Friedman', 'Jesse Friedman', 'David Friedman', 'Seth Friedman']",['Andrew Jarecki']
6382,"['Yun Tang', 'Hong Chen', 'Liu Peiqi', 'Cheng Qian', 'Chen Kaige']",['Chen Kaige']
6383,"['Paul Walker', 'Tyrese Gibson', 'Eva Mendes', 'Ludacris', 'Cole Hauser']",['John Singleton']
6385,"['Keisha Castle-Hughes', 'Rawiri Paratene', 'Vicky Haughton', 'Cliff Curtis', 'Grant Roa']",['Niki Caro']
6386,"['Steve McQueen', 'Karl Malden', 'Brian Keith', 'Arthur Kennedy', 'Suzanne Pleshette']",['Henry Hathaway']
6387,"['Chow Yun-fat', 'Leslie Cheung', 'Cherie Chung', 'Paul Chu Kong', 'Kenneth Tsang']",['John Woo']
6390,"['Fred Astaire', 'Cyd Charisse', 'Janis Paige', 'Wim Sonneveld', 'Peter Lorre']",['Rouben Mamoulian']
6395,"['Lane Carroll', 'Will MacMillan', 'Harold Wayne Jones', 'Lynn Lowry', 'Lloyd Hollar']",['George A. Romero']
6400,"['Ann Finnell', 'Patrick McGuinness', 'James Williams', 'Michael Glover', 'Dwayne Darnell']",['Jean-Xavier de Lestrade']
6402,"['Linus Roache', 'Danielle Cormack', 'Ian Bliss', 'Roy Billing', 'Alan Brough']",['John Polson']
6405,"['Bobby Driscoll', 'Robert Newton', 'Basil Sydney', 'Walter Fitzgerald', ""Denis O'Dea""]",['Byron Haskin']
6407,"['Cary Grant', 'Samantha Eggar', 'Jim Hutton', 'John Standing', 'Miiko Taka']",['Charles Walters']
6408,"[""Paddy O'Byrne""]",['Jamie Uys']
6410,"['Ivan Dixon', 'DeWayne Jessie', 'Bill Duke', 'Franklyn Ajaye', 'Sully Boyar']",['Michael Schultz']
6412,"['James Stewart', 'Marlene Dietrich', 'Mischa Auer', 'Charles Winninger', 'Brian Donlevy']",['George Marshall']
6415,"['Sergio Rubini', 'Antonella Ponziani', 'Maurizio Mein', 'Paola Liguori', 'Lara Wendel']",['Federico Fellini']
6417,"['Pierce Brosnan', 'Ron Silver', 'Ben Cross', 'Lisa Eilbacher', 'Michael J. Shea']",['Christian Duguay']
6422,"['James Stewart', 'Doug McClure', 'Glenn Corbett', 'Patrick Wayne', 'Rosemary Forsyth']",['Andrew V. McLaglen']
6424,"['Sylvester Stallone', 'Marisa Tomei', 'Vincent Spano', 'Ornella Muti', 'Tim Curry']",['John Landis']
6425,"['Marlon Wayans', 'Kadeem Hardison', 'David Paymer', 'Michael Michele', 'Octavia Spencer']",['Randall Miller']
6427,"['Dinah Sheridan', 'Bernard Cribbins', 'William Mervyn', 'Iain Cuthbertson', 'Jenny Agutter']",['Lionel Jeffries']
6428,"['Shirley MacLaine', 'Clint Eastwood', 'Manolo Fábregas', 'Alberto Morin', 'Armando Silvestre']",['Don Siegel']
6429,"['James Stewart', 'Shelley Winters', 'Dan Duryea', 'Stephen McNally', 'Millard Mitchell']",['Anthony Mann']
6433,['Mikhail Kaufman'],['Dziga Vertov']
6434,"['Errol Flynn', 'Henry Hull', 'George Tobias', 'Anthony Caruso', 'James Brown']",['Raoul Walsh']
6436,"['Robert De Niro', 'Ellen Barkin', 'Leonardo DiCaprio', 'Chris Cooper', 'Eliza Dushku']",['Michael Caton-Jones']
6440,"['John Turturro', 'John Goodman', 'Judy Davis', 'Michael Lerner', 'Tony Shalhoub']",['Joel Coen']
6442,"['Penélope Cruz', 'Jorge Sanz', 'Ariadna Gil', 'Fernando Fernán Gómez', 'Maribel Verdú']",['Fernando Trueba']
6448,"['James Stewart', 'Richard Attenborough', 'Peter Finch', 'Hardy Krüger', 'Ernest Borgnine']",['Robert Aldrich']
6449,"['Paul Newman', 'Joanne Woodward', 'Ted de Corsia', 'Ina Balin', 'Elizabeth Allen']",['Mark Robson']
6452,"['Paul Newman', 'Joanne Woodward', 'Anthony Franciosa', 'Orson Welles', 'Lee Remick']",['Martin Ritt']
6453,"[""Colman 'Tiger' King"", 'Maggie Dirrane', 'Michael Dirrane', 'Pat Mullin of Aran', ""Patch 'Red Beard' Ruadh""]",['Robert Flaherty']
6454,"['Jessica Lange', 'Armin Mueller-Stahl', 'Donald Moffat', 'Lukas Haas', 'Cheryl Lynn Bruce']",['Costa-Gavras']
6460,"['Anthony Perkins', 'Jeanne Moreau', 'Romy Schneider', 'Orson Welles', 'Akim Tamiroff']",['Orson Welles']
6461,"['Burt Lancaster', 'Audrey Hepburn', 'Audie Murphy', 'John Saxon', 'Charles Bickford']",['John Huston']
6464,"['Kel Mitchell', 'Kenan Thompson', 'Sinbad', 'Abe Vigoda', 'Shar Jackson']",['Brian Robbins']
6465,"['Jenny Runacre', 'Nell Campbell', 'Toyah Willcox', 'Pamela Rooke', 'Ian Charleson']",['Derek Jarman']
6466,"['Denzel Washington', 'Sarita Choudhury', 'Roshan Seth', 'Sharmila Tagore', 'Charles S. Dutton']",['Mira Nair']
6476,"['Tom Berenger', 'Bob Hoskins', 'Greta Scacchi', 'Joanne Whalley', 'Corbin Bernsen']",['Wolfgang Petersen']
6477,"['Jennifer Jones', 'William Eythe', 'Charles Bickford', 'Vincent Price', 'Lee J. Cobb']",['Henry King']
6480,"['Julie Andrews', 'James Fox', 'Mary Tyler Moore', 'Carol Channing', 'John Gavin']",['George Roy Hill']
6482,"['Derek Richardson', 'Eric Christian Olsen', 'Mimi Rogers', 'Luis Guzmán', 'Rachel Nichols']",['Troy Miller']
6483,"['Kelly Clarkson', 'Justin Guarini', 'Brandon Henschel', 'Greg Siff', 'Brian Dietzen']",['Robert Iscove']
6484,"['Harrison Ford', 'Josh Hartnett', 'Lena Olin', 'Bruce Greenwood', 'Isaiah Washington']",['Ron Shelton']
6493,"['Luke Wilson', 'Kate Hudson', 'Sophie Marceau', 'David Paymer', 'Paul Wilson']",['Rob Reiner']
6502,"['Cillian Murphy', 'Naomie Harris', 'Brendan Gleeson', 'Megan Burns', 'Christopher Eccleston']",['Danny Boyle']
6503,"['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu', 'Demi Moore', 'Bernie Mac']",['McG']
6506,"['Andy Lau', 'Takashi Sorimachi', 'Simon Yam', 'Kelly Lin', 'Cherrie Ying Choi-Yi']","['Johnnie To', 'Wai Ka-fai']"
6509,"['Brigitte Mira', 'El Hedi ben Salem', 'Irm Hermann', 'Barbara Valentin', 'Elma Karlowa']",['Rainer Werner Fassbinder']
6510,"['Phoebe Cates', 'Bridget Fonda', 'Tim Roth', 'Eric Stoltz', 'Alicia Witt']",['Michael Steinberg']
6514,"['George E. Mather', 'Esther Furst', 'Norman Ollestad', 'Pamela Raymond', 'Lomax Study']",['Clark L. Paylow']
6515,"['Sylvia Sidney', 'Henry Fonda', 'Barton MacLane', 'Jean Dixon', 'William Gargan']",['Fritz Lang']
6516,"['Ingrid Bergman', 'Yul Brynner', 'Helen Hayes', 'Akim Tamiroff', 'Martita Hunt']",['Anatole Litvak']
6517,"['John Goodman', 'Kelly McGillis', 'Trini Alvarado', 'Randy Steinmeyer', 'James Cromwell']",['Arthur Hiller']
6523,"['Tom Selleck', 'Ken Takakura', 'Aya Takanashi', 'Dennis Haysbert', 'Toshi Shioya']",['Fred Schepisi']
6527,"['Stewart Granger', 'Eleanor Parker', 'Janet Leigh', 'Mel Ferrer', 'Henry Wilcoxon']",['George Sidney']
6528,"['Gene Wilder', 'Donald Sutherland', 'Hugh Griffith', 'Jack MacGowran', 'Billie Whitelaw']",['Bud Yorkin']
6530,"['Roman Polanski', 'Isabelle Adjani', 'Melvyn Douglas', 'Bernard Fresson', 'Shelley Winters']",['Roman Polanski']
6533,"['Barbra Streisand', ""Ryan O'Neal"", 'Madeline Kahn', 'Kenneth Mars', 'Austin Pendleton']",['Peter Bogdanovich']
6534,"['Eric Bana', 'Jennifer Connelly', 'Sam Elliott', 'Josh Lucas', 'Nick Nolte']",['Ang Lee']
6535,"['Reese Witherspoon', 'Sally Field', 'Regina King', 'Jennifer Coolidge', 'Luke Wilson']",['Charles Herman-Wurmfeld']
6536,"['Brad Pitt', 'Catherine Zeta-Jones', 'Michelle Pfeiffer', 'Joseph Fiennes', 'Dennis Haysbert']","['Tim Johnson', 'Patrick Gilmore']"
6537,"['Arnold Schwarzenegger', 'Nick Stahl', 'Claire Danes', 'Kristanna Loken', 'Earl Boen']",['Jonathan Mostow']
6538,"['Charlotte Rampling', 'Ludivine Sagnier', 'Charles Dance', 'Marc Fayolle', 'Jean-Marie Lamour']",['François Ozon']
6539,"['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Geoffrey Rush', 'Jack Davenport']",['Gore Verbinski']
6541,"['Sean Connery', 'Naseeruddin Shah', 'Shane West', 'Peta Wilson', 'Stuart Townsend']",['Stephen Norrington']
6542,"['Anni-Kristiina Juuso', 'Ville Haapasalo', 'Viktor Bychkov', 'Mikhail Korobochkin', 'Sergei Antonov']",['Aleksandr Rogozhkin']
6545,"['Romola Garai', 'Rose Byrne', 'Tara Fitzgerald', 'Bill Nighy', 'Henry Thomas']",['Tim Fywell']
6547,"['James Woods', 'Nick Nolte', 'Claire Forlani', 'Daryl Hannah', 'Douglas Sebern']",['Michael Polish']
6548,"['Will Smith', 'Martin Lawrence', 'Gabrielle Union', 'Jordi Mollà', 'Peter Stormare']",['Michael Bay']
6549,"['Mandy Moore', 'Trent Ford', 'Allison Janney', 'Alexandra Holden', 'Dylan Baker']",['Clare Kilner']
6550,"['Rowan Atkinson', 'Natalie Imbruglia', 'Ben Miller', 'John Malkovich', 'Greg Wise']",['Peter Howitt']
6551,"['Devon Gummersall', 'Dylan Bruno', 'Gina Philips', 'Johnny Whitworth', 'Katharine Towne']",['Jordan Susman']
6552,"['Chiwetel Ejiofor', 'Audrey Tautou', 'Sergi López', 'Benedict Wong', 'Sophie Okonedo']",['Stephen Frears']
6553,"['Ernesto Mahieux', 'Valerio Foglia Manzillo', 'Elisabetta Rocchetti', 'Lina Bernardi', 'Pietro Biondi']",['Matteo Garrone']
6554,"['Kick Gurry', 'Maya Stange', 'Pia Miranda', 'Russell Dykstra', 'Brett Stiller']",['Alex Proyas']
6557,"['Wil Horneff', 'Helen Shaver', 'John C. McGinley', 'Jean Marie Barnwell', 'Peter Boyle']",['John Gray']
6558,"['Jim Belushi', 'Alisan Porter', 'Kelly Lynch', 'John Getz', 'Steve Carell']",['John Hughes']
6559,"['Rick Moranis', ""Ed O'Neill"", 'Devon Sawa', 'Shawna Waldron', 'Todd Bosley']",['Duwayne Dunham']
6560,"['Gene Hackman', 'Dan Aykroyd', 'Dom DeLuise', 'Ronny Cox', 'Nancy Travis']",['Bob Clark']
6561,"['Peter Sellers', 'Jean Seberg', 'William Hartnell', 'David Kossoff', 'Leo McKern']",['Jack Arnold']
6563,"['Bob Dylan', 'Jeff Bridges', 'Penélope Cruz', 'John Goodman', 'Jessica Lange']",['Larry Charles']
6564,"['Angelina Jolie', 'Gerard Butler', 'Ciarán Hinds', 'Chris Barrie', 'Noah Taylor']",['Jan de Bont']
6565,"['Tobey Maguire', 'David McCullough', 'Jeff Bridges', 'Chris Cooper', 'Elizabeth Banks']",['Gary Ross']
6566,"['Antonio Banderas', 'Holland Taylor', 'Carla Gugino', 'Alexa PenaVega', 'Daryl Sabara']",['Robert Rodriguez']
6567,"['Joaquin Phoenix', 'Ed Harris', 'Scott Glenn', 'Anna Paquin', 'Elizabeth McGovern']",['Gregor Jordan']
6568,"['Daniel Letterle', 'Joanna Chilcoat', 'Robin de Jesús', 'Tiffany Taylor', 'Alana Allen']",['Todd Graff']
6571,"['Javier Bardem', 'Luis Tosar', 'Nieve de Medina', 'Enrique Villén', 'Celso Bugallo']",['Fernando León de Aranoa']
6572,"['Alicia Silverstone', 'Rachael Leigh Cook', 'Woody Harrelson', 'John Cleese', 'David Krumholtz']",['Gavin Grazer']
6573,"['Jack Lemmon', 'Juliet Mills', 'Clive Revill', 'Edward Andrews', 'Gianfranco Barra']",['Billy Wilder']
6574,"['Gregory Hines', 'Renée Soutendijk', 'Michael Greene', 'Kurt Fuller', 'John M. Jackson']",['Duncan Gibbins']
6577,"['Sasha Mitchell', 'Peter Boyle', 'Dennis Chan Kwok-San', 'Cary-Hiroyuki Tagawa', 'John Diehl']",['Albert Pyun']
6578,"['Dean Martin', 'Kim Novak', 'Ray Walston', 'Felicia Farr', 'Cliff Osmond']",['Billy Wilder']
6579,"['James Cagney', 'Liselotte Pulver', 'Horst Buchholz', 'Pamela Tiffin', 'Howard St. John']",['Billy Wilder']
6581,"['Robert Stephens', 'Colin Blakely', 'Geneviève Page', 'Christopher Lee', 'Tamara Toumanova']",['Billy Wilder']
6582,"['Fred Ward', 'Joel Grey', 'Wilford Brimley', 'J.A. Preston', 'George Coe']",['Guy Hamilton']
6583,"['Rutger Hauer', 'Joan Chen', 'Delroy Lindo', 'Anna Katarina', ""Vincent D'Onofrio""]",['David Webb Peoples']
6584,"['Tatsuya Mihashi', 'Akiko Wakabayashi', 'Mie Hama', 'Tadao Nakamaru', 'Susumu Kurobe']","['Woody Allen', 'Senkichi Taniguchi']"
6586,"['Jason Biggs', 'Alyson Hannigan', 'Seann William Scott', 'Eddie Kaye Thomas', 'Thomas Ian Nicholas']",['Jesse Dylan']
6587,"['Ben Affleck', 'Jennifer Lopez', 'Justin Bartha', 'Lainie Kazan', 'Missy Crider']",['Martin Brest']
6588,"['Jeremy Irons', 'Arthur St. Claire', 'Patricia Kaas', 'Alessandra Martines', 'Yvan Attal']",['Claude Lelouch']
6591,"['Anne-Marie Duff', 'Nora-Jane Noone', 'Dorothy Duffy', 'Geraldine McEwan', 'Eileen Walsh']",['Peter Mullan']
6592,"['Campbell Scott', 'Robin Tunney', 'Hope Davis', 'Denis Leary', 'Cassidy Hinkle']",['Alan Rudolph']
6593,"['Lindsay Lohan', 'Jamie Lee Curtis', 'Harold Gould', 'Chad Michael Murray', 'Mark Harmon']",['Mark Waters']
6595,"['Samuel L. Jackson', 'Colin Farrell', 'Michelle Rodriguez', 'LL Cool J', 'Josh Charles']",['Clark Johnson']
6596,"['Kate Hudson', 'Naomi Watts', 'Glenn Close', 'Marie-Christine Adam', 'Thierry Lhermitte']",['James Ivory']
6597,"['Yumiko Shaku', 'Hideaki Ito', 'Kyūsaku Shimada', 'Shiro Sano', 'Yôichi Numata']",['Shinsuke Sato']
6598,"['Robert August', 'Rochelle Ballard', 'Shawn Barron', 'Layne Beachley', 'Bob Beaton']",['Dana Brown']
6603,"['Ronald Colman', 'Signe Hasso', ""Edmond O'Brien"", 'Shelley Winters', 'Ray Collins']",['George Cukor']
6604,"['Totò', 'Ninetto Davoli', 'Femi Benussi', 'Umberto Bevilacqua', 'Renato Capogna']",['Pier Paolo Pasolini']
6609,"['Enrique Irazoqui', 'Margherita Caruso', 'Susanna Pasolini', 'Marcello Morante', 'Mario Socrate']",['Pier Paolo Pasolini']
6611,"['Carlo Battisti', 'Maria Pia Casilio', 'Lina Gennari', 'Elena Rea', 'Memmo Carotenuto']",['Vittorio De Sica']
6612,"['Connie Chung', 'John Teeple', 'Delbert Ward', 'Roscoe Ward', 'Lyman Ward']","['Joe Berlinger', 'Bruce Sinofsky']"
6614,"['Kevin Kline', 'Tracey Ullman', 'Joan Plowright', 'River Phoenix', 'William Hurt']",['Lawrence Kasdan']
6615,"['Robert Englund', 'Ken Kirzinger', 'Monica Keena', 'Jason Ritter', 'Kelly Rowland']",['Ronny Yu']
6616,"['Mike Vogel', 'Vince Vieluf', 'Adam Brody', 'Joey Kern', 'Jennifer Morrison']",['Casey La Scala']
6617,"['Kevin Costner', 'Robert Duvall', 'Michael Gambon', 'Michael Jeter', 'Diego Luna']",['Kevin Costner']
6618,"['Stephen Chow', 'Zhao Wei', 'Ng Man-tat', 'Patrick Tse Yin', 'Wong Yat-fei']",['Stephen Chow']
6619,"['Brittany Murphy', 'Dakota Fanning', 'Marley Shelton', 'Donald Faison', 'Jesse Spencer']",['Boaz Yakin']
6620,"['Paul Giamatti', 'Hope Davis', 'Judah Friedlander', 'James Urbaniak', 'Earl Billings']","['Shari Springer Berman', 'Robert Pulcini']"
6624,"['Frankie Muniz', 'Hilary Duff', 'Angie Harmon', 'Keith David', 'Cynthia Stevenson']",['Harald Zwart']
6625,"['Jonathan Jackson', 'Andrew Keegan', 'Marnette Patterson', 'Melody Kay', 'Christopher Lloyd']",['Jonathan Prince']
6628,"['David Naughton', 'Patrick Houser', 'Tracy Smith', 'John Patrick Reger', 'Frank Koppala']",['Peter Markle']
6629,"['Vincent Price', 'Frank Lovejoy', 'Phyllis Kirk', 'Carolyn Jones', 'Paul Picerni']",['André de Toth']
6631,"['Ally Sheedy', 'Lance Henriksen', 'Robert Costanzo', 'Fredric Lehne', 'John Cassini']",['John Lafia']
6636,"['John Cusack', 'Daphne Zuniga', 'Anthony Edwards', 'Boyd Gaines', 'Tim Robbins']",['Rob Reiner']
6638,"['Nicolas Cage', 'Deborah Foreman', 'Elizabeth Daily', 'Michael Bowen', 'Cameron Dye']",['Martha Coolidge']
6639,"['Audrey Hepburn', 'Alan Arkin', 'Richard Crenna', 'Efrem Zimbalist Jr.', 'Jack Weston']",['Terence Young']
6643,"['Chishū Ryū', 'Chieko Higashiyama', 'Setsuko Hara', 'Haruko Sugimura', 'Sō Yamamura']",['Yasujirō Ozu']
6644,"['Marie Rivière', 'Amira Chemakhi', 'Sylvie Richez', 'María Luisa García', 'Béatrice Romand']",['Éric Rohmer']
6645,"['Robert Duvall', 'Donald Pleasence', 'Don Pedro Colley', 'Maggie McOmie', 'Ian Wolfe']",['George Lucas']
6650,"['Dennis Price', 'Valerie Hobson', 'Joan Greenwood', 'Alec Guinness', 'Audrey Fildes']",['Robert Hamer']
6654,"['Tadao Takashima', 'Yôko Fujiyama', 'Ken Uehara', 'Hiroshi Koizumi', 'Yū Fujiki']",['Ishirō Honda']
6656,"['John Hoyt', 'John Agar', 'June Kenney', 'Marlene Willis', 'Laurie Mitchell']",['Bert I. Gordon']
